SC-1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC-3;0;0;741;536;536;0;0;0;0;0;0;0;0;0;0;0
SC-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000
;0;0;0;0;889;510;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;472;658;736;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
